분류,제목,등록일
일일동향,호주 정유공장 폐업 및 시설 전환 진행 동향,2012-09-26
일일동향,러시아 셰일오일 개발 동향,2012-09-26
일일동향,중앙아 에너지인프라협력 대표단 투르크메니스탄 방문 결과,2012-09-26
일일동향,가즈포롬 코빅타 가스전 종합기술계획 수립중,2012-09-26
일일동향,우크라이나 흑해 심해 Skifske 및 Foroske 광구 개발 입찰 동향,2012-09-26
일일동향,하와이 신재생에너지 확대 및 에너지 효율화 정책 추진,2012-09-26
일일동향,"중국 상무부, 희토류 수출쿼터 관련 발표",2012-09-26
일일동향,우즈벡 가스전 개발 및 가스화학공장 건설 동향,2012-09-26
일일동향,제3차 남미 에너지장관회의 개최,2012-09-26
일일동향,상투메 프린시페 EEZ내 유전 광구 입찰 최근 동향,2012-09-26
일일동향,한-인도 원자력세미나 개최,2012-09-26
일일동향,후자이라 항구 석유저장터미널 확장공사 동향,2012-09-26
일일동향,British Columbia주 광산 개발 동향,2012-09-26
일일동향,사할린-하바롭스크-블라디보스톡 가스관 배관 문제 발생,2012-09-26
일일동향,볼리비아 종합석유가스화학산업 추진 계획,2012-09-26
일일동향,요르단 재생에너지 개발 계획(2020년까지 10% 확대),2012-09-26
일일동향,보스니아 헤르체고비나 석탄 매장량 현황,2012-09-26
일일동향,중국 정부의 희토류 수출쿼터 추가 배정 발표,2012-09-26
일일동향,인도의 풍력발전 성장 전망,2012-09-26
일일동향,파푸아뉴기니 Energy Development Ltd(EDL)社의 대형 수력발전소 건설 계획,2012-09-26
일일동향,유럽의 해상풍력발전 동향,2012-09-26
일일동향,"일본 JOGMEC社, 러시아 이프냘린스키 광구 탐사 사업참여 계약 체결",2012-09-26
일일동향,중국의 석유 가스 소비 동향,2012-09-26
일일동향,"베네수엘라, 석유수출국기구(OPEC)에 유가 밴드제 재시행 제의 계획",2012-09-26
일일동향,"일본 정부, 오오이 원전 3호기 재가동",2012-09-26
일일동향,중국 PetroEnergy Resources社의 가봉 광구 개발 참여,2012-09-26
일일동향,"일본, ‘고정가격 매입제도’ 시행 예정",2012-09-26
일일동향,"가즈프롬社, 독일 E.On Rhurgas社와 가스가격 인하에 합의",2012-09-26
일일동향,가즈프롬의 LNG 액화기지 확충 계획,2012-09-26
일일동향,카타르가스社와 일본도쿄전력社간 LNG 장기판매계약 체결,2012-09-26
일일동향,Hawaii Energy Policy Forum의 신재생에너지 세미나 개최 계획,2012-09-26
일일동향,미국 멕시코만 해상광구 입찰 실시,2012-09-26
일일동향,"하와이 주정부, 해저송전망 설치법 Act 165 제정",2012-09-26
일일동향,"카메룬, Fides Gestion社와 소규모태양광발전소 건설사업 계약 체결",2012-09-26
일일동향,캐나다 광업 부문 동향,2012-09-27
일일동향,몽골 수자원 보호지역에서의 광물 탐사 및 채광 금지 법안 제정,2012-09-26
일일동향,"George Power社, 터키 원전 프로젝트 참여 관심 표명",2012-09-26
일일동향,"프랑스 Comilog社, 가봉 Moanda 지역의 망간 생산 확대 예정",2012-09-26
일일동향,제161차 석유수출기구(OPEC) 정기총회 개최,2012-09-26
일일동향,일본 니이가타현 근해 석유가스 탐사 계획,2012-09-26
일일동향,수단과 중국간 석유 협력 동향,2012-09-26
일일동향,볼리비아 Colquiri 광산 국영화 조치,2012-09-26
일일동향,미국 에너지정보청(EIA) Annul Energy Outlook 보고서 발표,2012-09-26
일일동향,"BP社, TNK-BP社 지분 매각 검토",2012-09-26
일일동향,레바논 석유탐사 국제포럼 및 박람회 개최,2012-09-26
일일동향,캐나다 오일샌드 개발 투자 확대 전망,2012-09-26
일일동향,"가봉 석유부, 기니만 지역의 광구 개발 추진 계획",2012-09-26
일일동향,2012 Inuvik 석유박람회 개최,2012-09-26
일일동향,가봉 석유 생산 동향,2012-09-26
일일동향,볼리비아 Empresa Minera Corocoro(EMC) 국영회사를 설립 계획,2012-09-26
일일동향,폴란드 5개 국영기업 셰일가스 공동개발 기본협정 체결,2012-09-26
일일동향,독일 정부의 에너지 전환 정책 추진 동향,2012-09-26
일일동향,헝가리 국영석유회사 MOL의 Nabucco 프로젝트 탈퇴 선언,2012-09-26
일일동향,영국 Nur Energie社의 튀니지 Kebili주 태양열발전소 건설 계획,2012-09-26
일일동향,태국 장기전원개발계획 재수정안 승인,2012-09-26
일일동향,"보바넨스코예 가스전, 본격 가스 생산",2012-09-26
일일동향,모로코 에너지 국가전략 추진,2012-09-26
일일동향,"독일 함부르크, ""에너지 전환-중간 정검과 전망’ 제하 강연회 개최",2012-09-26
일일동향,가봉 신석유법 제정 완료 예정,2012-09-26
일일동향,오만 LNG社와 Qalhat LNG社간 합병 성사 전망,2012-09-26
일일동향,독일 함부르크 국제풍력전문박람회 개최,2012-09-26
일일동향,뉴질랜드 석유자원청 Northland 지역 광물 탐사권 입찰 진행 예정,2012-09-26
일일동향,한-EU 태양에너지 협력 포럼 개최,2012-09-26
일일동향,"UAE 원자력공사(ENEC), 원자력전문가 양성 추진",2012-09-26
일일동향,Trans-Anatolian 가스 파이프라인(TANAP) 건설을 위한 아제르바이잔-터키 정부간 합의,2012-09-26
일일동향,카메룬 전기요금 인상 계획 발표,2012-09-26
일일동향,가봉 정부와 중국 CMEC 컨소시엄 간 벨링가 지역의 철광석 프로젝트 재협상 추진,2012-09-26
일일동향,나이지리아 국영전력공사(PHCN) 민영화 조치,2012-09-26
일일동향,폴란드 원전건설 사업 비용 증가 전망,2012-09-26
일일동향,오만 육상광구 입찰 계획,2012-09-26
일일동향,"Propecy Coal社, 몽골 Khentii 아이막 지역에 600MW 발전소 건설 결정",2012-09-26
일일동향,"인도 북부지역, 가뭄과 석탄공급 차질로 주요 화력발전소 폐쇄",2012-09-26
일일동향,베트남-독일 풍력에너지 세미나 개최,2012-09-26
일일동향,"러시아 정부, 가스추출세 인상 방안 추진",2012-09-26
일일동향,"포르투갈 전력회사 EDP, 해상풍력발전 1기 완공식 거행",2012-09-26
일일동향,Habshan-5 가스 프로젝트 추진 동향,2012-09-26
일일동향,"일본, 이란산 원유 수입 지속할 계획",2012-09-26
일일동향,"예멘, 석유 수출 정상화 전략 추진",2012-09-26
일일동향,카타르 Buzwair Industrial Gases Corporation의 가스 플랜트 건설 계획,2012-09-27
일일동향,북극해 자원개발을 둘러싼 덴마크와 그린란드 자치정부 의견 대립,2012-09-27
일일동향,중국 철강 제품 가격 하락세 지속 전망,2012-09-27
일일동향,"중국 CNOOC社, 캐나다 Nexen Inc社 인수 추진",2012-09-27
일일동향,나이지리아 6개 발전 사업 입찰 추진 동향,2012-09-27
일일동향,"브라질 광업분야 최대 행사인 ""EXPOSIBRAM AMAZONIA 2012’ 개최",2012-09-28
일일동향,"인도철강회사 Jindal社, 볼리비아 무뚠광산 개발사업에서 철수 결정",2012-09-28
일일동향,"카메룬, 수력발전 확대 계획",2012-09-28
일일동향,브라질 태양에너지 전시회 개최,2012-09-27
일일동향,"콩고 정부, 광업법 개정 추진",2012-09-27
일일동향,"중국 국토자원부, 셰일가스 개발 2차 입찰공고 발표 예정",2012-09-28
일일동향,"몽골, 다르항(Darkhan) 지역 국영 정유공장 설립 추진 동향",2012-09-28
일일동향,"인도 정부, 원자력발전공사(NPCIL) 지분 매각 예정",2012-09-28
일일동향,캐나다 BC주 Northern Gateway pipeline 건설 공청회 진행,2012-09-27
일일동향,가나 광업 동향,2012-09-27
일일동향,이란산 원유수입 금지 조치 동향,2012-09-27
일일동향,"영국 Tullow Oil社, 가봉 석유 개발 추진 확대 계획",2012-09-27
일일동향,"중국 Petrochina社, GDF Suez社의 카타르 Block 4 광구 지분 40% 인수",2012-09-27
일일동향,폐루의 Perupetro社 회장 교체,2012-09-28
일일동향,"호주 Rio Tino社, 캐나다 Ivanhoe Mines社의 지분 보유 확대 계획",2012-09-28
일일동향,체코 Temelin 원전 3~4호기 건설 입찰 관련 동향,2012-09-27
일일동향,나이지리아 석유산업법 개정안 의결,2012-09-27
일일동향,"이라크, 석유 증산 추진",2012-09-27
일일동향,"이탈리아, 5차 태양광 발전차액지원제도 개정",2012-09-27
일일동향,"UAE, 아부다비 합산-후자이라 항구 간 송유관 준공",2012-09-27
일일동향,독일 최대 규모의 제2세대 바이오연료 실증플랜트 운영 착수,2012-09-27
일일동향,중국 상반기 희토 수출량,2012-09-28
일일동향,중국 희토류 관리 강화 동향,2012-09-27
일일동향,콩고 경제의 석유 의존도 심화 우려,2012-09-27
일일동향,"아프리카개발은행(ADB), 가봉 수력발전소 건설 자금 지원 결정",2012-09-27
일일동향,터키-유럽간 가스파이프 건설 사업 추진 동향,2012-09-27
일일동향,"독일, 신재생에너지 비중 확대 계획",2012-09-27
일일동향,"아르헨티나 ""Shale Gas & Tight Oil Argentina 2012"" 개최",2012-09-27
일일동향,영국 Shell社와 중국 CNOOC社간 석유 탐사 협력 동향,2012-09-28
일일동향,"남아공 Goldstone Resources社, 가봉 금광개발 추진 동향",2012-09-28
일일동향,터기 2023년까지 3개의 원전 건설 목표,2013-01-16
일일동향,"알제리, 향후 5년간 에너지 부문에 710억달러 투자 계획",2013-01-16
일일동향,12.25까지 서아프리카 가스파이프라인 파손사고 복구작업 완료 예정,2012-12-04
일일동향,두바이 최대 규모의 모하마드 두바이 솔라파크 건설 계획,2013-01-16
일일동향,"우간다, 케냐를 통한 원유 수출에 반대 입장 표명",2013-01-16
일일동향,"가봉 Moanda 지역, 망간 제련공장 건설 완료, ""13.9 가동 예정",2013-01-16
일일동향,"가즈프롬, 동부가스프로그램 가속화 계획",2013-01-16
일일동향,미에너지정보청 상반기 미국 천연가스 생산 정체 발표,2012-12-04
일일동향,콜롬비아 송유관 운영정상화 등으로 10월초 석유생산량 및 천연가스 판매량 증가,2012-12-04
일일동향,11월 러시아 ESPO 2단계 구간 개통예정으로 원유공급 증가 전망,2012-12-04
일일동향,"일본 자국 철강업계 1,2위간 합병으로 세계2위 철강기업으로 급부상",2012-12-04
일일동향,캐나다 Northern Gateway 송유관 건설로 아시아 오일 수출 추진,2013-01-16
일일동향,"Exxon Mobile, CononoPhilips, BP 컨소시엄, 알라스카 천연가스 개발 프로젝트 기획 중",2013-01-16
일일동향,"가즈프롬, 노드 스트림 가스관 제2열 준공식 개최",2013-01-16
일일동향,"""12.10.4~5 터키 앙카라 국제에너지회의 및 박람회 개최 완료",2013-01-16
일일동향,폴란드 카타르 LNG 수입에 필요한 소요자금 확보,2012-12-04
일일동향,우간다 5개년 광물자원프로젝트 계획 발표,2012-12-04
일일동향,일본 아키타현 지하에서 셰일오일 채취 성공,2012-12-04
일일동향,"몽골 ""12.12 풍력발전소 건설 완공 목표",2013-01-16
일일동향,"""12.10월 제3차 한-알제리 상하수도 협력위원회의 개최",2013-01-16
일일동향,"이란 석유판매 제재 관련, 석유판매 수입 없이도 생존 가능 언급",2013-01-16
일일동향,퀸즈랜드 정부 우라늄 채굴 작업 재개할 계획,2013-01-16
일일동향,"일본 원자력규제위원회, 원전 사고 확산 예측결과 정정",2013-01-17
일일동향,중국 알루미늄 광구 분포 현황,2013-01-17
일일동향,"가봉, 신석유법 제정 추진 중",2013-01-17
일일동향,"카타르국영석유공사(QP), Total社와  Al Khalij 유전에 대한 생산분배협정 계약 연장",2013-01-17
일일동향,독일 전력 수출량 사상 최대 기록 전망,2013-01-17
일일동향,"터키, UAE 정부 Afsin-Elbistan 지역 간탄 화력발전소 건설 프로젝트 협력 공동선언문 발표",2013-01-16
일일동향,"푸틴, 로즈네프트사 BP-TNK 인수 건 관련 석유산업 국유화 목적이 아니라고 발표",2013-01-16
일일동향,"호주, 전력자산 민영화 추진",2013-01-17
일일동향,IRENA-ADFD(아부다비개발펀드) 1차 프로젝트 모집 개시,2013-01-17
일일동향,"카타르, 2014년부터 폴란드에 LNG 수출 전망",2013-01-17
일일동향,"불가리아, 러시아 정부와 South Stream 가스관 프로젝트 사업 계약 체결",2013-01-17
일일동향,"카타르석유화학회사(QAPCO), 세계최대 규모의 LDPE 생산설비 보유",2013-01-17
일일동향,카다르 가스사-일본 추부전력사 2013~2015년간 총15백만톤의 LNG 공급판매계약 체결,2013-01-16
일일동향,이라크 석유부 2개 신규 유전에 대해 러시아와 공동개발 계약 체결,2013-01-16
일일동향,"요르단원자력에너지위원회 프랑스계 AREVA사와 우라늄 탐사 계약 완료, 갱신 무산",2013-01-16
일일동향,"영국 Ophir Energy社, 적도기니에 LNG 공장 설립 검토 중",2013-01-17
일일동향,"호주 ""에너지백서 2012"" 발표",2013-01-17
일일동향,"인도 India Oil社, Shakthi 지역 육상광구 석유탐사 개시",2013-01-17
일일동향,"체코, Temelin 원전 3~4호기 입찰 과정 중단 요청 기각",2013-01-17
일일동향,일본 니가타현 가타카이 가스전에서 천연가스 산출 성공,2013-01-16
일일동향,"중국, ""12.10 서기동수(西氣東輸) 천연가스 배관 제3라인 착공식 개최",2013-01-16
일일동향,미국 루이지애나주 천연가스 액화정제시설 프로젝트 추진 계획,2013-01-16
일일동향,이스라엘 에너지 총회 개최,2013-01-17
일일동향,"일본 Hitachi社, 영국 Horizon Nuclear Power社 인수 계획 발표",2013-01-17
일일동향,"몽골, 2011년 코크스탄 채굴량 세계 7위",2013-01-17
